audience_id,Audience Gender,Audience Age,Audience Location,Audience Interests
22991,Male,31,Equatorial Guinea,news
22992,Male,37,Antarctica (the territory South of 60 deg S),even
22993,Other,36,Tokelau,court
22994,Male,22,Togo,ball
22995,Male,54,Korea,certainly
22996,Other,28,Colombia,parent
22997,Other,51,Czech Republic,quickly
22998,Male,33,Saint Helena,I
22999,Male,25,Sri Lanka,beautiful
23000,Female,41,United Arab Emirates,short
23001,Female,19,Guinea,drive
23002,Other,52,Chad,do
23003,Male,18,Cambodia,under
23004,Other,39,Algeria,world
23005,Other,53,Guinea,affect
23006,Other,30,Belarus,back
23007,Female,56,Libyan Arab Jamahiriya,visit
23008,Other,21,Marshall Islands,church
23009,Female,40,Austria,Mr
23010,Female,55,Jordan,vote
23011,Male,61,Saint Helena,team
23012,Other,29,Mauritania,international
23013,Female,50,Norfolk Island,rise
23014,Other,64,United Arab Emirates,figure
23015,Female,31,Niger,one
23016,Male,49,Dominica,beyond
23017,Female,29,Honduras,either
23018,Male,63,Benin,society
23019,Other,41,French Guiana,machine
23020,Male,19,Bahamas,stay
23021,Male,21,Japan,source
23022,Other,25,Czech Republic,short
23023,Other,44,Guam,model
23024,Female,62,French Southern Territories,career
23025,Other,30,Hungary,can
23026,Female,21,Saint Lucia,student
23027,Other,51,Senegal,painting
23028,Female,58,Burundi,always
23029,Male,22,Brazil,so
23030,Female,19,Western Sahara,to
23031,Other,56,Uganda,stock
23032,Other,44,Japan,leave
23033,Male,46,Martinique,eight
23034,Female,36,Falkland Islands (Malvinas),role
23035,Other,45,Heard Island and McDonald Islands,image
23036,Female,57,Faroe Islands,white
23037,Male,47,Vanuatu,TRUE
23038,Male,18,Isle of Man,else
23039,Male,43,Jordan,fine
23040,Other,50,United States Virgin Islands,cell
23041,Other,41,Ghana,suddenly
23042,Male,43,Indonesia,bed
23043,Female,62,Thailand,talk
23044,Female,22,Venezuela,matter
23045,Other,65,Holy See (Vatican City State),summer
23046,Other,18,Nigeria,positive
23047,Female,34,Moldova,record
23048,Other,61,Eritrea,dream
23049,Other,44,Togo,least
23050,Other,50,Solomon Islands,maybe
23051,Female,43,Paraguay,cup
23052,Female,50,Andorra,agreement
23053,Female,39,Iraq,tree
23054,Male,23,Suriname,air
23055,Male,54,Sao Tome and Principe,character
23056,Female,61,Venezuela,prove
23057,Female,20,Anguilla,between
23058,Female,54,Uzbekistan,thank
23059,Male,25,Gabon,sort
23060,Male,46,Nauru,common
23061,Female,43,Cote d'Ivoire,according
23062,Female,61,Samoa,them
23063,Female,41,Saint Kitts and Nevis,young
23064,Other,35,Northern Mariana Islands,national
23065,Male,65,Brazil,teach
23066,Other,59,Uzbekistan,home
23067,Female,59,Jersey,young
23068,Male,18,Puerto Rico,teacher
23069,Female,45,Central African Republic,left
23070,Other,23,Dominica,successful
23071,Female,19,Myanmar,beyond
23072,Female,43,Dominica,management
23073,Other,42,Somalia,range
23074,Female,52,Antarctica (the territory South of 60 deg S),cost
23075,Female,33,Botswana,new
23076,Male,34,Brunei Darussalam,people
23077,Male,25,Taiwan,stay
23078,Female,37,Germany,special
23079,Female,44,Pitcairn Islands,where
23080,Female,47,French Southern Territories,law
23081,Other,19,Cook Islands,far
23082,Other,25,Canada,start
23083,Male,19,Ireland,open
23084,Male,36,Chile,degree
23085,Other,48,American Samoa,score
23086,Female,37,Belgium,maybe
23087,Other,29,Namibia,group
23088,Female,52,France,full
23089,Female,65,Svalbard & Jan Mayen Islands,put
23090,Other,55,Yemen,ball
23091,Male,18,Montserrat,figure
23092,Female,59,Croatia,culture
23093,Other,64,Greenland,next
23094,Other,56,Malta,building
23095,Other,18,Turkey,news
23096,Female,37,Niue,her
23097,Other,33,Bahrain,pay
23098,Male,50,Cuba,information
23099,Male,40,Montenegro,factor
23100,Other,65,Austria,art
23101,Male,30,Holy See (Vatican City State),save
23102,Male,54,Brazil,rule
23103,Male,56,Djibouti,own
23104,Female,45,Fiji,story
23105,Other,20,Tunisia,beat
23106,Female,43,Mexico,manager
23107,Other,61,French Polynesia,admit
23108,Female,34,Christmas Island,until
23109,Female,29,Sudan,even
23110,Male,22,Bolivia,fire
23111,Female,63,Switzerland,enter
23112,Female,59,United States of America,adult
23113,Male,45,Cyprus,today
23114,Female,40,Macao,wish
23115,Other,44,Guinea,authority
23116,Female,33,Portugal,both
23117,Female,49,Philippines,model
23118,Female,24,Kiribati,market
23119,Male,52,Rwanda,large
23120,Other,62,Spain,stage
23121,Female,45,Guyana,likely
23122,Male,62,Mozambique,list
23123,Female,50,Argentina,seem
23124,Male,62,Central African Republic,compare
23125,Other,39,Gambia,avoid
23126,Male,43,Jordan,seat
23127,Female,19,Martinique,bag
23128,Female,19,Guinea-Bissau,box
23129,Female,40,Peru,that
23130,Other,28,Saint Vincent and the Grenadines,happy
23131,Other,24,Colombia,model
23132,Other,42,Timor-Leste,four
23133,Male,29,Nauru,someone
23134,Female,57,Solomon Islands,our
23135,Other,40,Anguilla,son
23136,Other,40,Reunion,there
23137,Female,65,Saint Barthelemy,about
23138,Male,61,Mongolia,art
23139,Male,51,Bahamas,around
23140,Other,57,Jersey,home
23141,Male,46,Croatia,fight
23142,Male,51,New Caledonia,worry
23143,Male,58,Papua New Guinea,last
23144,Other,41,Guernsey,direction
23145,Male,40,Haiti,sport
23146,Male,53,Saint Kitts and Nevis,capital
23147,Male,21,Tajikistan,executive
23148,Other,23,Madagascar,pretty
23149,Other,56,Mali,subject
23150,Female,44,Bahamas,space
23151,Other,37,Cape Verde,religious
23152,Male,27,Malawi,be
23153,Other,65,United Arab Emirates,sure
23154,Male,19,Mayotte,I
23155,Male,41,Aruba,keep
23156,Female,55,Qatar,sport
23157,Male,20,Ghana,usually
23158,Male,52,Turks and Caicos Islands,institution
23159,Male,18,Indonesia,teach
23160,Male,25,Syrian Arab Republic,think
23161,Other,62,Costa Rica,may
23162,Male,23,United States Virgin Islands,pressure
23163,Female,60,Greenland,event
23164,Other,30,Latvia,few
23165,Other,51,San Marino,peace
23166,Female,28,Mongolia,they
23167,Other,50,Grenada,hear
23168,Female,28,Guernsey,pattern
23169,Female,62,Cuba,cover
23170,Male,20,Isle of Man,figure
23171,Male,23,Ireland,put
23172,Other,35,Antarctica (the territory South of 60 deg S),pass
23173,Male,18,Vanuatu,position
23174,Other,25,Morocco,threat
23175,Male,31,Switzerland,national
23176,Male,55,Brunei Darussalam,build
23177,Male,48,Iran,Democrat
23178,Other,18,Saint Kitts and Nevis,different
23179,Female,46,Niue,attention
23180,Male,47,Montserrat,cell
23181,Female,21,Moldova,book
23182,Female,55,Slovenia,on
23183,Other,23,Latvia,difference
23184,Male,20,Paraguay,amount
23185,Other,63,Sao Tome and Principe,to
23186,Other,36,Paraguay,claim
23187,Male,30,Burundi,professional
23188,Female,57,Liechtenstein,may
23189,Other,65,Greenland,movie
23190,Male,41,Denmark,special
23191,Female,41,Saint Pierre and Miquelon,any
23192,Other,22,Armenia,offer
23193,Other,36,Kiribati,own
23194,Male,30,Vietnam,at
23195,Female,22,Sweden,foot
23196,Male,30,United Kingdom,work
23197,Male,42,Zambia,look
23198,Female,24,Thailand,step
23199,Other,35,Andorra,body
23200,Other,20,American Samoa,understand
23201,Female,57,Bermuda,never
23202,Female,50,Puerto Rico,difference
23203,Female,33,Honduras,agent
23204,Male,34,Jamaica,foreign
23205,Female,57,Zimbabwe,customer
23206,Male,54,Uganda,minute
23207,Female,27,Mexico,city
23208,Female,50,Eritrea,improve
23209,Other,28,Falkland Islands (Malvinas),save
23210,Other,31,Finland,fill
23211,Male,53,South Georgia and the South Sandwich Islands,policy
23212,Other,27,Saint Martin,partner
23213,Other,50,Swaziland,parent
23214,Other,57,Bolivia,star
23215,Other,21,United Arab Emirates,worry
23216,Female,29,Hong Kong,catch
23217,Other,60,Paraguay,food
23218,Other,46,Ecuador,himself
23219,Other,62,French Guiana,structure
23220,Female,58,Ecuador,development
23221,Female,29,Holy See (Vatican City State),trial
23222,Male,21,Thailand,yeah
23223,Female,50,Benin,similar
23224,Male,49,Rwanda,huge
23225,Male,26,Bolivia,onto
23226,Other,49,Romania,kind
23227,Female,59,Maldives,check
23228,Female,22,Trinidad and Tobago,lay
23229,Male,38,Indonesia,network
23230,Male,50,Croatia,her
23231,Other,44,Libyan Arab Jamahiriya,little
23232,Other,60,Djibouti,maintain
23233,Other,42,American Samoa,product
23234,Female,56,Suriname,plan
23235,Male,19,Micronesia,often
23236,Female,64,Seychelles,other
23237,Female,51,Palestinian Territory,assume
23238,Female,63,New Zealand,rest
23239,Female,41,Guatemala,decide
23240,Female,38,Burundi,team
23241,Female,32,Pakistan,what
23242,Male,55,Fiji,from
23243,Male,24,Saudi Arabia,better
23244,Female,32,Trinidad and Tobago,similar
23245,Female,22,Saint Kitts and Nevis,middle
23246,Other,63,Cayman Islands,feel
23247,Male,23,Jordan,story
23248,Other,49,United Arab Emirates,own
23249,Female,33,Russian Federation,one
23250,Male,43,Tuvalu,floor
23251,Male,24,Togo,weight
23252,Other,60,Ghana,single
23253,Other,47,Guernsey,management
23254,Female,44,Marshall Islands,inside
23255,Female,59,Togo,standard
23256,Female,53,Finland,moment
23257,Male,52,Benin,minute
23258,Other,22,Guadeloupe,field
23259,Other,63,Mauritania,official
23260,Male,19,Liechtenstein,result
23261,Male,49,Aruba,more
23262,Male,20,Germany,idea
23263,Female,42,Papua New Guinea,newspaper
23264,Other,45,Vanuatu,affect
23265,Female,52,Bahamas,light
23266,Other,29,Slovenia,believe
23267,Female,42,Netherlands Antilles,event
23268,Female,39,Belarus,resource
23269,Other,22,Nauru,world
23270,Other,22,Iceland,add
23271,Male,48,Mexico,form
23272,Other,35,Mozambique,meeting
23273,Male,21,Grenada,people
23274,Male,37,Greenland,get
23275,Female,55,Dominican Republic,us
23276,Other,30,Cook Islands,consumer
23277,Female,18,Kenya,safe
23278,Other,21,Poland,range
23279,Male,36,Oman,morning
23280,Male,48,Puerto Rico,few
23281,Female,62,Bhutan,TRUE
23282,Other,28,Gambia,charge
23283,Other,52,Turkmenistan,girl
23284,Female,31,Mayotte,affect
23285,Female,62,Portugal,high
23286,Male,56,United States Virgin Islands,chair
23287,Female,46,Botswana,consumer
23288,Male,40,Togo,least
23289,Female,38,Tuvalu,add
23290,Male,41,Bermuda,rise
23291,Other,60,Turkmenistan,strategy
23292,Female,29,Gabon,individual
23293,Male,26,Chile,environmental
23294,Female,21,Myanmar,hand
23295,Female,33,Costa Rica,foot
23296,Other,20,Palau,hotel
23297,Female,61,Belarus,focus
23298,Male,53,Iraq,she
23299,Male,44,Philippines,wear
23300,Male,23,Dominica,away
23301,Other,34,Libyan Arab Jamahiriya,successful
23302,Male,44,Burkina Faso,how
23303,Male,23,Israel,be
23304,Male,21,Cameroon,his
23305,Other,27,South Africa,small
23306,Male,59,United States Minor Outlying Islands,foot
23307,Other,62,Costa Rica,important
23308,Other,23,Czech Republic,serious
23309,Female,56,Saint Pierre and Miquelon,network
23310,Other,58,Antigua and Barbuda,will
23311,Female,63,Guernsey,sit
23312,Other,59,Gibraltar,research
23313,Other,57,Samoa,wall
23314,Male,45,Christmas Island,probably
23315,Other,56,Armenia,soldier
23316,Other,43,Angola,national
23317,Female,39,Mongolia,trial
23318,Female,51,Palestinian Territory,central
23319,Female,46,Finland,attention
23320,Other,56,Singapore,first
23321,Female,61,Palau,center
23322,Male,27,Saint Pierre and Miquelon,ago
23323,Female,41,Israel,despite
23324,Other,38,Comoros,environment
23325,Male,58,Namibia,outside
23326,Female,37,Chile,step
23327,Male,52,Morocco,wall
23328,Female,30,Niue,son
23329,Female,42,Guyana,clear
23330,Male,31,Croatia,mean
23331,Other,56,Western Sahara,gas
23332,Other,47,Syrian Arab Republic,large
23333,Female,61,Chile,strategy
23334,Male,27,Samoa,must
23335,Male,55,American Samoa,develop
23336,Male,27,Cuba,many
23337,Other,45,Lesotho,young
23338,Other,61,Brunei Darussalam,instead
23339,Male,20,Liberia,late
23340,Male,50,Oman,response
23341,Other,52,Japan,former
23342,Male,43,Burundi,agency
23343,Male,42,Namibia,yes
23344,Male,55,Argentina,system
23345,Female,21,Hungary,need
23346,Other,40,Taiwan,task
23347,Male,45,France,police
23348,Female,46,Chad,read
23349,Male,62,Tajikistan,research
23350,Female,44,Nepal,world
23351,Male,43,Cambodia,mouth
23352,Female,19,Christmas Island,ask
23353,Male,36,Lebanon,bank
23354,Other,34,Korea,sing
23355,Other,34,New Caledonia,door
23356,Male,38,Vietnam,front
23357,Female,47,Monaco,unit
23358,Male,44,Burundi,consumer
23359,Male,43,Brazil,itself
23360,Male,46,Sierra Leone,health
23361,Other,41,Lebanon,baby
23362,Male,33,North Macedonia,glass
23363,Other,52,Ghana,role
23364,Other,50,Fiji,civil
23365,Male,31,British Indian Ocean Territory (Chagos Archipelago),near
23366,Male,19,Aruba,amount
23367,Male,38,Turkey,serious
23368,Female,29,Venezuela,manager
23369,Other,52,United States of America,allow
23370,Other,39,Saint Barthelemy,see
23371,Male,23,Dominica,thank
23372,Male,32,United Arab Emirates,walk
23373,Other,52,Honduras,always
23374,Other,49,Colombia,call
23375,Female,31,Libyan Arab Jamahiriya,which
23376,Other,30,Nauru,interest
23377,Female,55,Somalia,account
23378,Male,65,Georgia,lay
23379,Male,19,Svalbard & Jan Mayen Islands,edge
23380,Other,43,Senegal,popular
23381,Female,55,Malaysia,show
23382,Male,39,Grenada,quickly
23383,Other,33,Bosnia and Herzegovina,increase
23384,Male,49,Saint Pierre and Miquelon,marriage
23385,Other,24,Bhutan,full
23386,Male,40,Heard Island and McDonald Islands,up
23387,Female,28,Bulgaria,structure
23388,Other,23,Israel,everything
23389,Male,56,Gibraltar,carry
23390,Female,18,North Macedonia,beyond
23391,Female,25,Cameroon,per
23392,Male,37,Sao Tome and Principe,answer
23393,Male,40,Angola,college
23394,Male,54,Nicaragua,friend
23395,Other,47,Iceland,perform
23396,Female,39,Serbia,various
23397,Male,58,Senegal,hotel
23398,Male,55,Cocos (Keeling) Islands,never
23399,Other,64,China,economy
23400,Other,48,Cook Islands,moment
23401,Other,34,Dominican Republic,draw
23402,Other,51,New Zealand,man
23403,Male,43,Madagascar,simply
23404,Female,40,Western Sahara,appear
23405,Female,47,Cyprus,city
23406,Other,39,Ecuador,probably
23407,Male,31,Italy,recognize
23408,Other,50,New Zealand,today
23409,Other,50,Bolivia,theory
23410,Female,59,Uganda,again
23411,Male,61,United States Minor Outlying Islands,one
23412,Male,63,Suriname,entire
23413,Other,59,French Southern Territories,treat
23414,Male,28,Guinea,them
23415,Other,38,United Kingdom,skill
23416,Other,32,Saint Lucia,easy
23417,Female,32,Uruguay,benefit
23418,Other,45,Fiji,matter
23419,Other,31,Jamaica,activity
23420,Female,64,Sweden,forward
23421,Female,50,United States Virgin Islands,majority
23422,Female,48,Seychelles,player
23423,Female,22,Belgium,light
23424,Male,48,Korea,outside
23425,Other,63,Jamaica,exactly
23426,Female,54,Serbia,fine
23427,Male,61,Cameroon,describe
23428,Female,28,Nicaragua,country
23429,Female,18,Antigua and Barbuda,start
23430,Other,58,Trinidad and Tobago,area
23431,Female,32,Palau,condition
23432,Female,46,Palau,main
23433,Female,37,Fiji,natural
23434,Female,19,Malawi,fund
23435,Female,22,Papua New Guinea,pull
23436,Female,46,Sweden,around
23437,Other,58,Wallis and Futuna,arm
23438,Other,35,Morocco,wall
23439,Male,19,Bolivia,suddenly
23440,Male,37,Canada,low
23441,Male,35,Kenya,machine
23442,Female,34,Paraguay,clearly
23443,Male,19,Guyana,evening
23444,Other,22,Samoa,watch
23445,Male,44,Svalbard & Jan Mayen Islands,factor
23446,Male,32,Antigua and Barbuda,dark
23447,Other,45,Colombia,better
23448,Female,35,Mauritania,third
23449,Male,29,Equatorial Guinea,purpose
23450,Male,60,India,against
23451,Female,51,Indonesia,range
23452,Male,65,Lithuania,far
23453,Female,49,Saint Pierre and Miquelon,her
23454,Female,23,Liechtenstein,through
23455,Other,45,Grenada,rise
23456,Other,57,Bahrain,travel
23457,Other,63,New Zealand,fire
23458,Other,62,Falkland Islands (Malvinas),wall
23459,Male,47,Japan,imagine
23460,Other,28,French Polynesia,life
23461,Female,53,Guyana,probably
23462,Male,31,Guadeloupe,small
23463,Male,18,El Salvador,to
23464,Other,63,Tokelau,line
23465,Other,64,Martinique,practice
23466,Female,56,Jordan,action
23467,Male,18,Belgium,training
23468,Other,18,Tonga,nothing
23469,Female,29,Hong Kong,establish
23470,Other,23,Nigeria,movement
23471,Female,65,Slovakia (Slovak Republic),understand
23472,Male,59,Nicaragua,professional
23473,Male,47,Croatia,animal
23474,Female,38,Montenegro,billion
23475,Female,62,French Polynesia,forward
23476,Female,35,Panama,agreement
23477,Male,55,Namibia,near
23478,Male,36,Central African Republic,social
23479,Male,18,Montenegro,whether
23480,Other,54,United States Virgin Islands,bar
23481,Other,22,Andorra,you
23482,Male,45,Algeria,recent
23483,Male,42,Micronesia,experience
23484,Female,44,Nauru,operation
23485,Female,51,American Samoa,father
23486,Male,30,Marshall Islands,build
23487,Other,19,Azerbaijan,its
23488,Male,53,Libyan Arab Jamahiriya,painting
23489,Female,22,Italy,somebody
23490,Male,64,Monaco,too
23491,Male,42,Cook Islands,attention
23492,Other,49,Mayotte,soon
23493,Other,54,Cape Verde,feel
23494,Female,58,Aruba,analysis
23495,Male,60,Nepal,city
23496,Female,41,El Salvador,father
23497,Female,57,Mauritius,country
23498,Female,54,Brunei Darussalam,today
23499,Other,50,Belize,if
23500,Male,23,Armenia,form
23501,Other,41,Benin,major
23502,Male,51,Bangladesh,get
23503,Female,32,Liberia,soon
23504,Other,45,Netherlands,series
23505,Female,64,Philippines,everybody
23506,Male,47,Austria,share
23507,Other,43,Burkina Faso,own
23508,Other,51,Moldova,each
23509,Other,37,Tonga,enter
23510,Female,62,Kuwait,character
23511,Other,18,Saint Barthelemy,dinner
23512,Female,30,Somalia,serve
23513,Male,35,Haiti,try
23514,Other,22,Greece,environment
23515,Other,57,Guyana,debate
23516,Male,46,Yemen,foot
23517,Male,22,Cote d'Ivoire,before
23518,Female,52,Nepal,them
23519,Male,54,Netherlands,certain
23520,Other,55,Uruguay,however
23521,Male,33,Sao Tome and Principe,down
23522,Female,35,Bolivia,TV
23523,Male,24,Uganda,company
23524,Other,55,Somalia,whom
23525,Female,59,Tajikistan,take
23526,Female,47,United States Virgin Islands,cause
23527,Other,43,Kenya,bar
23528,Other,59,Dominican Republic,under
23529,Other,51,Monaco,fight
23530,Male,62,Poland,at
23531,Male,46,Faroe Islands,stay
23532,Male,36,Sri Lanka,former
23533,Male,58,Equatorial Guinea,stock
23534,Other,38,South Africa,project
23535,Other,34,Afghanistan,very
23536,Male,53,Brazil,different
